step,time_hours,biomass,glucose,ethanol,contaminated,contamination_type,episode_id,has_contamination,contamination_step
25,25,6.156402070627391,8.844466708013798e-07,32.47244752097419,False,none,0,False,-1
26,26,6.047543563405609,8.844466708013798e-07,33.10059504522054,False,none,0,False,-1
27,27,5.94060990520461,8.844466708013798e-07,33.71763559052871,False,none,0,False,-1
28,28,5.835567060541306,8.844466708013798e-07,34.323765552247,False,none,0,False,-1
29,29,5.7323815957878175,8.844466708013798e-07,34.919177852831474,False,none,0,False,-1
30,30,5.631020668487036,8.844466708013798e-07,35.504062003498554,False,none,0,False,-1
31,31,5.531452016903147,8.844466708013798e-07,36.07860416452178,False,none,0,False,-1
32,32,5.43364394975068,8.844466708013798e-07,36.64298720449836,False,none,0,False,-1
33,33,5.337565338250777,8.844466708013798e-07,37.197390746186954,False,none,0,False,-1
34,34,5.243185604577194,8.844466708013798e-07,37.741991233177906,False,none,0,False,-1
35,35,5.150474708900444,8.844466708013798e-07,38.27696200465252,False,none,0,False,-1
36,36,5.059403142559867,8.844466708013798e-07,38.80247333478239,False,none,0,False,-1
37,37,4.969941918642359,8.844466708013798e-07,39.31869248709303,False,none,0,False,-1
38,38,4.88206256281801,8.844466708013798e-07,39.82578376734516,False,none,0,False,-1
39,39,4.795737104237507,8.844466708013798e-07,40.32390857605946,False,none,0,False,-1
40,40,4.710938066635552,8.844466708013798e-07,40.81322545985265,False,none,0,False,-1
41,41,4.627638459571319,8.844466708013798e-07,41.2938901619828,False,none,0,False,-1
42,42,4.54581176986947,8.844466708013798e-07,41.76605567173733,False,none,0,False,-1
43,43,4.465431953182249,8.844466708013798e-07,42.229872273122346,False,none,0,False,-1
44,44,4.3864734256546285,8.844466708013798e-07,42.685487592957344,False,none,0,False,-1
45,45,4.308911055808163,8.844466708013798e-07,43.13304664770789,False,none,0,False,-1
46,46,4.232720156563573,8.844466708013798e-07,43.57269188951784,False,none,0,False,-1
47,47,4.157876477352931,8.844466708013798e-07,44.00456325172447,False,none,0,False,-1
0,0,0.8002261369822348,15.840070701020288,0.5318582190878023,False,none,1,True,12
1,1,1.0957386323758385,15.186314179513511,1.2557926394534067,False,none,1,True,12
2,2,1.4946968245051004,14.301609932027564,2.2353099169313553,False,none,1,True,12
3,3,2.028563755803641,13.113868222917995,3.5500533374720686,False,none,1,True,12
4,4,2.734469677279952,11.536268840689017,5.295814658650503,False,none,1,True,12
5,5,3.6526503351081305,9.4712118495405,7.580031481594551,False,none,1,True,12
6,6,4.818412059069689,6.82468835810074,10.505620384519508,False,none,1,True,12
7,7,6.232375561499685,3.5615771659297364,14.108960352948246,False,none,1,True,12
8,8,7.56354214040825,0.2516200973828361,17.747051696244707,False,none,1,True,12
9,9,7.479209087317876,9.86532125822502e-07,18.62314121653646,False,none,1,True,12
10,10,7.332996215091873,9.86532125822502e-07,19.355004190339642,False,none,1,True,12
11,11,7.1896416945817245,9.86532125822502e-07,20.072559793286253,False,none,1,True,12
12,12,7.049089634838236,9.86532125822502e-07,21.12785178145365,True,wild_yeast,1,True,12
13,13,6.9112852641937055,9.86532125822502e-07,22.16251358961944,True,wild_yeast,1,True,12
14,14,6.776174867273556,9.86532125822502e-07,23.176948523181906,True,wild_yeast,1,True,12
15,15,6.6437057787838185,9.86532125822502e-07,24.171552003331453,True,wild_yeast,1,True,12
16,16,6.51382636252084,9.86532125822502e-07,25.1467117246498,True,wild_yeast,1,True,12
17,17,6.386485991618349,9.86532125822502e-07,26.102807803418866,True,wild_yeast,1,True,12
18,18,6.261635029010329,9.86532125822502e-07,27.040212924309195,True,wild_yeast,1,True,12
19,19,6.139224808078122,9.86532125822502e-07,27.95929248568535,True,wild_yeast,1,True,12
20,20,6.019207613660096,9.86532125822502e-07,28.860404742188862,True,wild_yeast,1,True,12
21,21,5.901536663466569,9.86532125822502e-07,29.743900944278693,True,wild_yeast,1,True,12
22,22,5.786166089799238,9.86532125822502e-07,30.61012547548519,True,wild_yeast,1,True,12
23,23,5.673050921700548,9.86532125822502e-07,31.45941598643615,True,wild_yeast,1,True,12
24,24,5.56214706740378,9.86532125822502e-07,32.292103526624885,True,wild_yeast,1,True,12
25,25,5.4534112971292865,9.86532125822502e-07,33.10851267357943,True,wild_yeast,1,True,12
26,26,5.346801226250209,9.86532125822502e-07,33.90896165925757,True,wild_yeast,1,True,12
27,27,5.242275298753471,9.86532125822502e-07,34.69376249422495,True,wild_yeast,1,True,12
28,28,5.139792771043262,9.86532125822502e-07,35.46322108926155,True,wild_yeast,1,True,12
29,29,5.039313696057504,9.86532125822502e-07,36.21763737461844,True,wild_yeast,1,True,12
30,30,4.940798907689135,9.86532125822502e-07,36.95730541698566,True,wild_yeast,1,True,12
31,31,4.84421000552365,9.86532125822502e-07,37.6825135340858,True,wild_yeast,1,True,12
32,32,4.749509339860154,9.86532125822502e-07,38.39354440713878,True,wild_yeast,1,True,12
33,33,4.656659997038095,9.86532125822502e-07,39.09067519103161,True,wild_yeast,1,True,12
34,34,4.565625785052382,9.86532125822502e-07,39.77417762232279,True,wild_yeast,1,True,12
35,35,4.476371219427061,9.86532125822502e-07,40.444318125305536,True,wild_yeast,1,True,12
36,36,4.388861510070296,9.86532125822502e-07,41.10135791070315,True,wild_yeast,1,True,12
37,37,4.303062549646572,9.86532125822502e-07,41.745553062972654,True,wild_yeast,1,True,12
38,38,4.218940894308556,9.86532125822502e-07,42.377154684973796,True,wild_yeast,1,True,12
39,39,4.136463753983993,9.86532125822502e-07,42.996408970896844,True,wild_yeast,1,True,12
40,40,4.05559897965655,9.86532125822502e-07,43.60355730176055,True,wild_yeast,1,True,12
41,41,3.9763150507938976,9.86532125822502e-07,44.19883633980445,True,wild_yeast,1,True,12
42,42,3.898581063043589,9.86532125822502e-07,44.78247812087059,True,wild_yeast,1,True,12
43,43,3.822366716222787,9.86532125822502e-07,45.35471014457902,True,wild_yeast,1,True,12
44,44,3.7476423024934147,9.86532125822502e-07,45.91575546311102,True,wild_yeast,1,True,12
45,45,3.67437869478751,9.86532125822502e-07,46.465832768113756,True,wild_yeast,1,True,12
46,46,3.6025473354511504,9.86532125822502e-07,47.00515647596391,True,wild_yeast,1,True,12
47,47,3.5321202251024815,9.86532125822502e-07,47.533936811423736,True,wild_yeast,1,True,12
0,0,0.7368369573493067,20.50069383098045,0.6288575032119882,False,none,2,True,24
1,1,1.1210432951109288,19.63902521805522,1.579506399500048,False,none,2,True,24
2,2,1.6950890738409787,18.348403273199544,3.0031709281967496,False,none,2,True,24
3,3,2.5400999437412146,16.441454799452842,5.106176440793746,False,none,2,True,24
4,4,3.75754886517885,13.678513903829632,8.152054243443784,False,none,2,True,24
5,5,5.4575890470075805,9.787033696643098,12.43963165249241,False,none,2,True,24
6,6,7.708069324116468,4.558750148969835,18.194578717664978,False,none,2,True,24
7,7,9.48427210767378,4.579777654367286e-06,23.3233980046703,False,none,2,True,24
8,8,9.286062501223055,9.96999939440773e-07,24.40031023008889,False,none,2,True,24
9,9,9.091994854872098,9.96999939440773e-07,25.454714975525995,False,none,2,True,24
10,10,8.901982994870462,9.96999939440773e-07,26.487083897611715,False,none,2,True,24
11,11,8.7159421599393,9.96999939440773e-07,27.497877519758028,False,none,2,True,24
12,12,8.533789360024148,9.96999939440773e-07,28.487546741993327,False,none,2,True,24
13,13,8.355443338788458,9.96999939440773e-07,29.45653304474191,False,none,2,True,24
14,14,8.180824538108121,9.96999939440773e-07,30.405268681731677,False,none,2,True,24
15,15,8.009855062636015,9.96999939440773e-07,31.33417687252135,False,none,2,True,24
16,16,7.842458645044091,9.96999939440773e-07,32.243671991346574,False,none,2,True,24
17,17,7.678560611991047,9.96999939440773e-07,33.13415975202364,False,none,2,True,24
18,18,7.518087850793633,9.96999939440773e-07,34.006037389030446,False,none,2,True,24
19,19,7.360968776805981,9.96999939440773e-07,34.85969383474044,False,none,2,True,24
20,20,7.207133301489707,9.96999939440773e-07,35.695509892903544,False,none,2,True,24
21,21,7.056512801128764,9.96999939440773e-07,36.51385840862411,False,none,2,True,24
22,22,6.909040086185375,9.96999939440773e-07,37.31510443485559,False,none,2,True,24
23,23,6.764649371389721,9.96999939440773e-07,38.099605394908785,False,none,2,True,24
24,24,6.6232762678188974,9.96999939440773e-07,39.251763990778024,True,wild_yeast,2,True,24
25,25,6.484857693255066,9.96999939440773e-07,40.37984384814491,True,wild_yeast,2,True,24
26,26,6.34933190098243,9.96999939440773e-07,41.484348188680116,True,wild_yeast,2,True,24
27,27,6.216638434805254,9.96999939440773e-07,42.56576971660976,True,wild_yeast,2,True,24
28,28,6.086718102040922,9.96999939440773e-07,43.62459083881586,True,wild_yeast,2,True,24
29,29,5.959512947106643,9.96999939440773e-07,44.66128388009853,True,wild_yeast,2,True,24
30,30,5.8349662256817805,9.96999939440773e-07,45.67631129374726,True,wild_yeast,2,True,24
31,31,5.713022379367544,9.96999939440773e-07,46.67012586805856,True,wild_yeast,2,True,24
32,32,5.593627010914991,9.96999939440773e-07,47.64317092822215,True,wild_yeast,2,True,24
33,33,5.476726859938516,9.96999939440773e-07,48.595880534250455,True,wild_yeast,2,True,24
34,34,5.3622697791770895,9.96999939440773e-07,49.528679674444156,True,wild_yeast,2,True,24
35,35,5.250204711195316,9.96999939440773e-07,50.44198445527319,True,wild_yeast,2,True,24
36,36,5.140481666143013,9.96999939440773e-07,51.3362022826312,True,wild_yeast,2,True,24
37,37,5.033051702084126,9.96999939440773e-07,52.21173202215029,True,wild_yeast,2,True,24
38,38,4.927866896346445,9.96999939440773e-07,53.06896423269446,True,wild_yeast,2,True,24
39,39,4.824880327808891,9.96999939440773e-07,53.90828131071401,True,wild_yeast,2,True,24
40,40,4.7240460559167445,9.96999939440773e-07,54.730057661266805,True,wild_yeast,2,True,24
41,41,4.6253191002387855,9.96999939440773e-07,55.53465986462281,True,wild_yeast,2,True,24
42,42,4.5286554203760385,9.96999939440773e-07,56.32244684000333,True,wild_yeast,2,True,24
43,43,4.4340118963125725,9.96999939440773e-07,57.09377000571745,True,wild_yeast,2,True,24
44,44,4.341346309191177,9.96999939440773e-07,57.84897343583596,True,wild_yeast,2,True,24
45,45,4.250617322493926,9.96999939440773e-07,58.588394013565406,True,wild_yeast,2,True,24
46,46,4.161784463569846,9.96999939440773e-07,59.31236158179341,True,wild_yeast,2,True,24
47,47,4.074808105609098,9.96999939440773e-07,60.02119908999507,True,wild_yeast,2,True,24
0,0,0.8624705282848831,20.89482911001682,0.857576508006004,False,none,3,False,-1
1,1,1.3040833149525068,19.808403739007236,2.1402275141846574,False,none,3,False,-1
2,2,1.952848973292342,18.206828039422792,4.030394323828541,False,none,3,False,-1
3,3,2.884921144413341,15.894057420151784,6.758462167723269,False,none,3,False,-1
4,4,4.183646255297496,12.647142110189801,10.58544979088394,False,none,3,False,-1
5,5,5.91767165311512,8.262671373015518,15.74726625818555,False,none,3,False,-1
6,6,8.054778321218638,2.745006680303177,22.229562962699468,False,none,3,False,-1
7,7,8.922186006589243,9.922256372250619e-07,25.772754583989027,False,none,3,False,-1
8,8,8.74724444426448,9.922256372250619e-07,26.687332015583056,False,none,3,False,-1
9,9,8.575733044550166,9.922256372250619e-07,27.583976891479477,False,none,3,False,-1
10,10,8.407584549908,9.922256372250619e-07,28.46304082753113,False,none,3,False,-1
11,11,8.24273302163745,9.922256372250619e-07,29.324868544835596,False,none,3,False,-1
12,12,8.081113813994236,9.922256372250619e-07,30.169798005041216,False,none,3,False,-1
13,13,7.9226635488522765,9.922256372250619e-07,30.99816054281199,False,none,3,False,-1
14,14,7.767320090820521,9.922256372250619e-07,31.810280995914326,False,none,3,False,-1
15,15,7.615022522889642,9.922256372250619e-07,32.606477832533756,False,none,3,False,-1
16,16,7.465711122506441,9.922256372250619e-07,33.38706327635566,False,none,3,False,-1
17,17,7.319327338205262,9.922256372250619e-07,34.15234342873394,False,none,3,False,-1
18,18,7.175813766565825,9.922256372250619e-07,34.902618389153105,False,none,3,False,-1
19,19,7.035114129756236,9.922256372250619e-07,35.63818237263144,False,none,3,False,-1
20,20,6.897173253444811,9.922256372250619e-07,36.35932382519566,False,none,3,False,-1
21,21,6.7619370451523535,9.922256372250619e-07,37.06632553705315,False,none,3,False,-1
22,22,6.629352473050706,9.922256372250619e-07,37.75946475343108,False,none,3,False,-1
23,23,6.499367545151528,9.922256372250619e-07,38.43901328337546,False,none,3,False,-1
24,24,6.371931289366909,9.922256372250619e-07,39.105237603992244,False,none,3,False,-1
25,25,6.246993737716998,9.922256372250619e-07,39.758398943008395,False,none,3,False,-1
26,26,6.124505896905099,9.922256372250619e-07,40.39875343260235,False,none,3,False,-1
27,27,6.004419734261709,9.922256372250619e-07,41.026552182887244,False,none,3,False,-1
28,28,5.88668815894588,9.922256372250619e-07,41.64204138018835,False,none,3,False,-1
29,29,5.771265003414508,9.922256372250619e-07,42.24546238391981,False,none,3,False,-1
30,30,5.65810500535191,9.922256372250619e-07,42.837051821055084,False,none,3,False,-1
31,31,5.54716378996479,9.922256372250619e-07,43.41704167868716,False,none,3,False,-1
32,32,5.438397852498087,9.922256372250619e-07,43.98565939543389,False,none,3,False,-1
33,33,5.331764541219602,9.922256372250619e-07,44.54312795039281,False,none,3,False,-1
34,34,5.227222040707031,9.922256372250619e-07,45.089665950514856,False,none,3,False,-1
35,35,5.124729355423624,9.922256372250619e-07,45.62548771646923,False,none,3,False,-1
36,36,5.02424629365119,9.922256372250619e-07,46.15080336664006,False,none,3,False,-1
37,37,4.92573345173465,9.922256372250619e-07,46.6658188994944,False,none,3,False,-1
38,38,4.8291521986175265,9.922256372250619e-07,47.170736274429075,False,none,3,False,-1
39,39,4.734464660705758,9.922256372250619e-07,47.66575349090132,False,none,3,False,-1
40,40,4.64163370701393,9.922256372250619e-07,48.151064666082675,False,none,3,False,-1
41,41,4.550622934584414,9.922256372250619e-07,48.626860111086486,False,none,3,False,-1
42,42,4.461396654272687,9.922256372250619e-07,49.093326405280756,False,none,3,False,-1
43,43,4.373919876665153,9.922256372250619e-07,49.5506464699084,False,none,3,False,-1
44,44,4.288158298415587,9.922256372250619e-07,49.99899963951901,False,none,3,False,-1
45,45,4.2040782887911705,9.922256372250619e-07,50.438561732304855,False,none,3,False,-1
46,46,4.121646876459863,9.922256372250619e-07,50.86950511917528,False,none,3,False,-1
47,47,4.040831736577497,9.922256372250619e-07,51.291998791263985,False,none,3,False,-1
0,0,0.6535405783774235,18.06245029657494,0.4725973225402608,False,none,4,False,-1
1,1,0.9216667162500841,17.32283372315691,1.1356499450087707,False,none,4,False,-1
2,2,1.2949381480109174,16.2913257425262,2.0605021537469406,False,none,4,False,-1
3,3,1.8099993988262717,14.864370272826472,3.3401561227612127,False,none,4,False,-1
4,4,2.5120291343280954,12.912396130993288,5.091102176202756,False,none,4,False,-1
5,5,3.4524641998431194,10.283894309280546,7.449811342507903,False,none,4,False,-1
6,6,4.679273157630292,6.827531024945238,10.553228095243732,False,none,4,False,-1
7,7,6.186005008537605,2.513150906442683,14.431605333421949,False,none,4,False,-1
8,8,6.918964383764053,9.68016549548151e-07,16.926642177818312,False,none,4,False,-1
9,9,6.777055255796781,9.68016549548151e-07,17.648967809767242,False,none,4,False,-1
10,10,6.638056710648222,9.68016549548151e-07,18.356478407588476,False,none,4,False,-1
11,11,6.501909051405048,9.68016549548151e-07,19.04947783200797,False,none,4,False,-1
12,12,6.368553805115966,9.68016549548151e-07,19.72826371371447,False,none,4,False,-1
13,13,6.2379336982010525,9.68016549548151e-07,20.393127578527377,False,none,4,False,-1
14,14,6.109992631851603,9.68016549548151e-07,21.044354972612982,False,none,4,False,-1
15,15,5.984675657932006,9.68016549548151e-07,21.682225585145222,False,none,4,False,-1
16,16,5.861928955355079,9.68016549548151e-07,22.307013368556678,False,none,4,False,-1
17,17,5.741699806983424,9.68016549548151e-07,22.918986656111965,False,none,4,False,-1
18,18,5.623936576961859,9.68016549548151e-07,23.518408277286962,False,none,4,False,-1
19,19,5.508588688548762,9.68016549548151e-07,24.105535670608557,False,none,4,False,-1
20,20,5.395606602380915,9.68016549548151e-07,24.680620994287814,False,none,4,False,-1
21,21,5.284941795177948,9.68016549548151e-07,25.243911234615577,False,none,4,False,-1
22,22,5.176546738933785,9.68016549548151e-07,25.79564831187929,False,none,4,False,-1
23,23,5.070374880476822,9.68016549548151e-07,26.336069184402756,False,none,4,False,-1
24,24,4.966380621468389,9.68016549548151e-07,26.865405950355196,False,none,4,False,-1
25,25,4.864519298831026,9.68016549548151e-07,27.383885947372402,False,none,4,False,-1
26,26,4.764747165557838,9.68016549548151e-07,27.891731850238276,False,none,4,False,-1
27,27,4.6670213718330285,9.68016549548151e-07,28.389161766982326,False,none,4,False,-1
28,28,4.571299948655481,9.68016549548151e-07,28.876389322236683,False,none,4,False,-1
29,29,4.477541788180552,9.68016549548151e-07,29.353623757297413,False,none,4,False,-1
30,30,4.385706623547962,9.68016549548151e-07,29.821070032801753,False,none,4,False,-1
31,31,4.2957550137795195,9.68016549548151e-07,30.278928905599546,False,none,4,False,-1
32,32,4.207648326851515,9.68016549548151e-07,30.727397014915777,False,none,4,False,-1
33,33,4.121348723079904,9.68016549548151e-07,31.16666696692088,False,none,4,False,-1
34,34,4.0368191388741215,9.68016549548151e-07,31.596927417424833,False,none,4,False,-1
35,35,3.9540232708368968,9.68016549548151e-07,32.01836315280994,False,none,4,False,-1
36,36,3.8729255601426535,9.68016549548151e-07,32.43115516954573,False,none,4,False,-1
37,37,3.793491177302983,9.68016549548151e-07,32.83548075173358,False,none,4,False,-1
38,38,3.715686007174408,9.68016549548151e-07,33.231513547418,False,none,4,False,-1
39,39,3.639476634331208,9.68016549548151e-07,33.619423643039845,False,none,4,False,-1
40,40,3.564830328696379,9.68016549548151e-07,33.99937763657553,False,none,4,False,-1
41,41,3.4917150314831944,9.68016549548151e-07,34.37153870909532,False,none,4,False,-1
42,42,3.4200993414647285,9.68016549548151e-07,34.736066694652216,False,none,4,False,-1
43,43,3.3499525014295517,9.68016549548151e-07,35.0931181492233,False,none,4,False,-1
44,44,3.2812443850105573,9.68016549548151e-07,35.44284641775171,False,none,4,False,-1
45,45,3.2139454837412447,9.68016549548151e-07,35.78540170003091,False,none,4,False,-1
46,46,3.1480268943840697,9.68016549548151e-07,36.120931115204144,False,none,4,False,-1
47,47,3.083460306501666,9.68016549548151e-07,36.44957876502761,False,none,4,False,-1
0,0,0.7201781246894091,18.559417444044044,0.5962761702091014,False,none,5,True,20
1,1,1.0047085207781443,17.874120994592822,1.4215463823611418,False,none,5,True,20
2,2,1.3942179417338358,16.933143309361633,2.5543411545186046,False,none,5,True,20
3,3,1.9210699776857996,15.655062525060858,4.092247431143636,False,none,5,True,20
4,4,2.622554574536743,13.943601290720855,6.150341131782974,False,none,5,True,20
5,5,3.5376749014548667,11.69340822664138,8.853962457205322,False,none,5,True,20
6,6,4.699886164741801,8.80452842715106,12.320885214630598,False,none,5,True,20
7,7,6.118537079180948,5.220781689840644,16.614252609191475,False,none,5,True,20
8,8,7.666162346680882,1.159830858431766,21.459969291750955,False,none,5,True,20
9,9,7.895507316684739,9.312268925401864e-07,23.27192452385567,False,none,5,True,20
10,10,7.719195749287047,9.312268925401864e-07,24.08243925142824,False,none,5,True,20
11,11,7.546821331848341,9.312268925401864e-07,24.87485466723404,False,none,5,True,20
12,12,7.3782961450114515,9.312268925401864e-07,25.649574941770073,False,none,5,True,20
13,13,7.21353423208553,9.312268925401864e-07,26.40699522303993,False,none,5,True,20
14,14,7.0524515558902765,9.312268925401864e-07,27.147501834943405,False,none,5,True,20
15,15,6.894965955938342,9.312268925401864e-07,27.87147247411155,False,none,5,True,20
16,16,6.740997106545234,9.312268925401864e-07,28.57927640247791,False,none,5,True,20
17,17,6.5904664758166085,9.312268925401864e-07,29.271274635816376,False,none,5,True,20
18,18,6.443297285598169,9.312268925401864e-07,29.947820127853863,False,none,5,True,20
19,19,6.299414472323695,9.312268925401864e-07,30.60925795025428,False,none,5,True,20
20,20,6.158744642892536,9.312268925401864e-07,30.932591722853275,True,acidic,5,True,20
21,21,6.021216057679845,9.312268925401864e-07,31.24870525250523,True,acidic,5,True,20
22,22,5.886758570759988,9.312268925401864e-07,31.557759771699434,True,acidic,5,True,20
23,23,5.755303602608125,9.312268925401864e-07,31.859912912506527,True,acidic,5,True,20
24,24,5.626784105124856,9.312268925401864e-07,32.15531878697038,True,acidic,5,True,20
25,25,5.501134527429995,9.312268925401864e-07,32.44412806573213,True,acidic,5,True,20
26,26,5.3782907824418045,9.312268925401864e-07,32.72648805484876,True,acidic,5,True,20
27,27,5.258190214180781,9.312268925401864e-07,33.002542770946384,True,acidic,5,True,20
28,28,5.140771565805238,9.312268925401864e-07,33.27243301469135,True,acidic,5,True,20
29,29,5.025974948390841,9.312268925401864e-07,33.536296442551446,True,acidic,5,True,20
30,30,4.91374181036505,9.312268925401864e-07,33.7942676370517,True,acidic,5,True,20
31,31,4.804014907639892,9.312268925401864e-07,34.04647817542511,True,acidic,5,True,20
32,32,4.696738274438398,9.312268925401864e-07,34.293056696668934,True,acidic,5,True,20
33,33,4.59185719472112,9.312268925401864e-07,34.534128967221726,True,acidic,5,True,20
34,34,4.489318174295853,9.312268925401864e-07,34.76981794506991,True,acidic,5,True,20
35,35,4.389068913525324,9.312268925401864e-07,35.000243842479975,True,acidic,5,True,20
36,36,4.291058280669515,9.312268925401864e-07,35.22552418727198,True,acidic,5,True,20
37,37,4.195236285770309,9.312268925401864e-07,35.44577388284642,True,acidic,5,True,20
38,38,4.101554055199882,9.312268925401864e-07,35.66110526668553,True,acidic,5,True,20
39,39,4.009963806685662,9.312268925401864e-07,35.871628167759184,True,acidic,5,True,20
40,40,3.9204188249808642,9.312268925401864e-07,36.07744996244679,True,acidic,5,True,20
41,41,3.8328734380049108,9.312268925401864e-07,36.27867562937934,True,acidic,5,True,20
42,42,3.7472829935774836,9.312268925401864e-07,36.47540780291686,True,acidic,5,True,20
43,43,3.6636038366150454,9.312268925401864e-07,36.66774682556286,True,acidic,5,True,20
44,44,3.5817932868804587,9.312268925401864e-07,36.85579079910749,True,acidic,5,True,20
45,45,3.5018096172254625,9.312268925401864e-07,37.03963563463789,True,acidic,5,True,20
46,46,3.4236120322919623,9.312268925401864e-07,37.21937510149387,True,acidic,5,True,20
47,47,3.3471606476905644,9.312268925401864e-07,37.395100875126694,True,acidic,5,True,20
0,0,0.8761077859280106,21.917093914668385,0.794772006047352,False,none,6,True,7
1,1,1.329671424101501,20.892865843236965,1.9911210771861478,False,none,6,True,7
2,2,2.0028072217894186,19.368548739303787,3.771121998174088,False,none,6,True,7
3,3,2.9839864570555754,17.137333587529074,6.375550723314402,False,none,6,True,7
4,4,4.378117614137808,13.947130690771044,10.09715860528813,False,none,6,True,7
5,5,6.287446477168855,9.536023315984721,15.238400468975072,False,none,6,True,7
6,6,8.733566648085207,3.786433369003032,21.92890195405556,False,none,6,True,7
7,7,9.880459502585204,7.834253466292696e-07,27.230518646355232,True,wild_yeast,6,True,7
8,8,9.667053555868366,7.834253466292696e-07,28.677227701728835,True,wild_yeast,6,True,7
9,9,9.458256923012616,7.834253466292696e-07,30.092689567394345,True,wild_yeast,6,True,7
10,10,9.253970048265135,7.834253466292696e-07,31.477579145861927,True,wild_yeast,6,True,7
11,11,9.054095526145002,7.834253466292696e-07,32.83255676264476,True,wild_yeast,6,True,7
12,12,8.858538055012902,7.834253466292696e-07,34.158268481016734,True,wild_yeast,6,True,7
13,13,8.667204391632401,7.834253466292696e-07,35.45534641004775,True,wild_yeast,6,True,7
14,14,8.480003306700395,7.834253466292696e-07,36.724409006069266,True,wild_yeast,6,True,7
15,15,8.296845541330974,7.834253466292696e-07,37.96606136767624,True,wild_yeast,6,True,7
16,16,8.117643763854845,7.834253466292696e-07,39.18089552859003,True,wild_yeast,6,True,7
17,17,7.942312528695145,7.834253466292696e-07,40.36949073644497,True,wild_yeast,6,True,7
18,18,7.770768235913806,7.834253466292696e-07,41.532413727029294,True,wild_yeast,6,True,7
19,19,7.602929091324041,7.834253466292696e-07,42.670218994688305,True,wild_yeast,6,True,7
20,20,7.438715067487485,7.834253466292696e-07,43.783449056730134,True,wild_yeast,6,True,7
21,21,7.278047865550961,7.834253466292696e-07,44.872634712139856,True,wild_yeast,6,True,7
22,22,7.120850877882237,7.834253466292696e-07,45.9382952948768,True,wild_yeast,6,True,7
23,23,6.967049151556141,7.834253466292696e-07,46.98093892140747,True,wild_yeast,6,True,7
24,24,6.816569352602326,7.834253466292696e-07,48.00106273307494,True,wild_yeast,6,True,7
25,25,6.669339731025516,7.834253466292696e-07,48.999153133231516,True,wild_yeast,6,True,7
26,26,6.525290086587263,7.834253466292696e-07,49.975686019209085,True,wild_yeast,6,True,7
27,27,6.384351734317345,7.834253466292696e-07,50.93112701612222,True,wild_yeast,6,True,7
28,28,6.246457479094877,7.834253466292696e-07,51.86593164918637,True,wild_yeast,6,True,7
29,29,6.111541572248202,7.834253466292696e-07,52.780545637933436,True,wild_yeast,6,True,7
30,30,5.97953968507068,7.834253466292696e-07,53.67540507575182,True,wild_yeast,6,True,7
31,31,5.850388878266298,7.834253466292696e-07,54.55093663701907,True,wild_yeast,6,True,7
32,32,5.724027571961502,7.834253466292696e-07,55.40755778039588,True,wild_yeast,6,True,7
33,33,5.600395516334878,7.834253466292696e-07,56.245676947931614,True,wild_yeast,6,True,7
34,34,5.479433762894969,7.834253466292696e-07,57.06569375977604,True,wild_yeast,6,True,7
35,35,5.361084636347918,7.834253466292696e-07,57.86799920489261,True,wild_yeast,6,True,7
36,36,5.245291707128834,7.834253466292696e-07,58.65297582727214,True,wild_yeast,6,True,7
